"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"December 2017","Bedford 010C","E01017499","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Bedford 010D","E01017500","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Bedford 010E","E01017501","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Bedford 010F","E01017502","Total","All categories: Age 16+","Claimant count","Value",100,"Normal Value"
"December 2017","Bedford 002C","E01017503","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 002D","E01017504","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bedford 017A","E01017505","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bedford 017B","E01017506","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bedford 017C","E01017507","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 017D","E01017508","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bedford 016A","E01017509","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Bedford 016B","E01017510","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bedford 016C","E01017511","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Bedford 016D","E01017512","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Bedford 018A","E01017513","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bedford 018B","E01017514","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Bedford 018C","E01017515","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Bedford 018D","E01017516","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bedford 018E","E01017517","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 014A","E01017518","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Bedford 014B","E01017519","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Bedford 014C","E01017520","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Bedford 014D","E01017521","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Bedford 014E","E01017522","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Bedford 014F","E01017523","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Bedford 011A","E01017524","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Bedford 011B","E01017525","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bedford 011C","E01017526","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 011D","E01017527","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Bedford 003E","E01017528","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 006A","E01017529","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 006B","E01017530","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 006C","E01017531","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Bedford 006D","E01017532","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 006E","E01017533","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 006F","E01017534","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 013A","E01017535","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bedford 013B","E01017536","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Bedford 013C","E01017537","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Bedford 013D","E01017538","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Bedford 013E","E01017539","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Bedford 001A","E01017540","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 001B","E01017541","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 004D","E01017542","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bedford 004E","E01017543","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 001C","E01017544","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 001D","E01017545","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 002E","E01017546","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 002F","E01017547","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 019C","E01017548","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Bedford 019D","E01017549","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bedford 019E","E01017550","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Bedford 020A","E01017551","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bedford 020B","E01017552","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 020C","E01017553","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bedford 020D","E01017554","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Central Bedfordshire 021A","E01017555","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Central Bedfordshire 021B","E01017556","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 021C","E01017557","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 018A","E01017558","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 018B","E01017559","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 018C","E01017560","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 033A","E01017561","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 033B","E01017562","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 033C","E01017563","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 033D","E01017564","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 029A","E01017565","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 028A","E01017566","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 029B","E01017567","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Central Bedfordshire 029C","E01017568","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Central Bedfordshire 029D","E01017569","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 029E","E01017570","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 032A","E01017571","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 032B","E01017572","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 024A","E01017573","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 024C","E01017575","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 024D","E01017576","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 019A","E01017577","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 026A","E01017578","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 026B","E01017579","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 026C","E01017580","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Central Bedfordshire 026D","E01017581","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 027A","E01017582","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 027B","E01017583","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 027C","E01017584","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 027D","E01017585","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 032C","E01017586","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 032D","E01017587","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 032E","E01017588","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 022A","E01017589","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 022B","E01017590","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 022C","E01017591","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Central Bedfordshire 030A","E01017592","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 030B","E01017593","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 030C","E01017594","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Central Bedfordshire 028B","E01017595","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 028C","E01017596","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Central Bedfordshire 028D","E01017597","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 028E","E01017598","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Central Bedfordshire 028F","E01017599","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Central Bedfordshire 025A","E01017600","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Central Bedfordshire 025B","E01017601","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Central Bedfordshire 025C","E01017602","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Central Bedfordshire 020A","E01017603","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 020B","E01017604","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Central Bedfordshire 020C","E01017605","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 020D","E01017606","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 020E","E01017607","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Central Bedfordshire 021D","E01017608","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 021E","E01017609","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 022D","E01017610","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 023A","E01017611","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Central Bedfordshire 023B","E01017612","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 023C","E01017613","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Central Bedfordshire 023D","E01017614","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 019B","E01017615","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Central Bedfordshire 018D","E01017616","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Central Bedfordshire 026E","E01017617","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 025D","E01017618","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Central Bedfordshire 025E","E01017619","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Central Bedfordshire 019C","E01017620","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 019D","E01017621","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 019E","E01017622","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 031A","E01017623","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Central Bedfordshire 031B","E01017624","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 031C","E01017625","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Central Bedfordshire 031D","E01017626","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 021A","E01017627","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 021B","E01017628","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 021C","E01017629","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 021D","E01017630","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 021E","E01017631","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 021F","E01017632","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 015B","E01017634","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 017A","E01017635","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 017B","E01017636","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 017C","E01017637","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 017D","E01017638","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 017E","E01017639","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 017F","E01017640","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 007A","E01017641","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 010A","E01017642","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 010B","E01017643","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 002A","E01017644","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 002B","E01017645","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 002C","E01017646","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 002D","E01017647","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 001A","E01017648","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 001B","E01017649","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 001C","E01017650","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 009A","E01017651","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 009B","E01017652","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 016A","E01017653","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 016B","E01017654","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Aylesbury Vale 016C","E01017655","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 009C","E01017657","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 009D","E01017658","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 011A","E01017659","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Aylesbury Vale 011B","E01017660","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 011C","E01017661","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Aylesbury Vale 015C","E01017662","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 015D","E01017663","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Aylesbury Vale 011D","E01017664","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 013A","E01017665","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Aylesbury Vale 013B","E01017666","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 013C","E01017667","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 013D","E01017668","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 006A","E01017669","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 006B","E01017670","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 003A","E01017671","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 003B","E01017672","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 010C","E01017673","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 010D","E01017674","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 022A","E01017675","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 022B","E01017676","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 022C","E01017677","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 022D","E01017678","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 022E","E01017679","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 022F","E01017680","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 023A","E01017681","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 023B","E01017682","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 023C","E01017683","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 023D","E01017684","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 019A","E01017687","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Aylesbury Vale 019B","E01017688","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 019C","E01017689","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 019D","E01017690","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 019E","E01017691","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 019F","E01017692","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 004A","E01017693","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 004B","E01017694","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 003C","E01017695","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 003D","E01017696","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 014A","E01017697","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 014B","E01017698","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 014C","E01017699","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 014D","E01017700","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 009E","E01017701","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 009F","E01017702","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 008A","E01017703","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 008B","E01017704","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 012A","E01017705","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Aylesbury Vale 012B","E01017706","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Aylesbury Vale 012C","E01017707","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 012D","E01017708","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Aylesbury Vale 018A","E01017709","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 018B","E01017710","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 018C","E01017711","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Aylesbury Vale 018D","E01017712","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Aylesbury Vale 004C","E01017713","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 004D","E01017714","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 006C","E01017715","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 006D","E01017716","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 004E","E01017717","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 004F","E01017718","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 008C","E01017719","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 008D","E01017720","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 020A","E01017721","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 020B","E01017722","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 020C","E01017723","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Aylesbury Vale 020D","E01017724","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Aylesbury Vale 024A","E01017726","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 024B","E01017727","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 024C","E01017728","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Aylesbury Vale 024D","E01017729","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 024E","E01017730","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Aylesbury Vale 007B","E01017731","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 007C","E01017732","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 007D","E01017733","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 007E","E01017734","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 005A","E01017735","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 005B","E01017736","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Aylesbury Vale 005C","E01017737","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Aylesbury Vale 005D","E01017738","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Chiltern 007A","E01017739","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Chiltern 007B","E01017740","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 006A","E01017741","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Chiltern 006B","E01017742","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 006C","E01017743","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Chiltern 007C","E01017744","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 007D","E01017745","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Chiltern 007E","E01017746","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 002A","E01017747","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Chiltern 002B","E01017748","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Chiltern 002C","E01017749","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Chiltern 001A","E01017750","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 012A","E01017751","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Chiltern 001B","E01017752","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 012B","E01017753","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 011A","E01017754","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 011B","E01017755","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 011C","E01017756","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Chiltern 011D","E01017757","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Chiltern 011E","E01017758","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
